9 %2s %4d %2d %14.2lf %14.2lf %14.2lf %-20s %-20s %-2s
PI;2024;04;18168176.91;4422583.99;15656927.6;FPE;FUNDEB;
PI;2024;04;0;0;3236394.27;FEP;Royalties;
PI;2024;04;0;0;41817.52;CFEM;Royalties;
PI;2024;04;57058.29;0;0;CFH;Royalties;
PI;2024;04;0;0;2643150.23;LC 176/2020 (ADO25);LC 176/2020 (ADO25);
PI;2024;04;0;0;28069609.67;COUN VAAF;FUNDEB;
PR;2024;04;10173695.21;0;0;CIDE/Combustível;CIDE-Combustíveis;
PR;2024;04;151963387.86;37245715.26;129490317.78;FPE;FPE;
PR;2024;04;26431340.19;12334644.87;2768537.12;IPI-EXP;IPI-Exp;
PR;2024;04;44738275.24;10850846.01;38783044.12;FPM;FUNDEB;
PR;2024;04;3085913.46;1440095.3;323232.36;IPI-EXP;FUNDEB;
PR;2024;04;176698.37;77214.21;96159.1;ITR;FUNDEB;
PR;2024;04;21775186.52;11880104.66;24455107.3;IPVA;FUNDEB;
PR;2024;04;6215296.23;1744234.32;3475577.76;ITCMD;FUNDEB;
PR;2024;04;86253100.1;229021433.76;72729319.2;ICMS;FUNDEB;
PR;2024;04;17742038.93;4348514.21;15118261.78;FPE;FUNDEB;
PR;2024;04;0;853321.65;4650922.29;ANP;Royalties;
PR;2024;04;0;0;2002151.83;FEP;Royalties;
PR;2024;04;0;0;426615.21;CFEM;Royalties;
PR;2024;04;7095068.96;0;0;CFH;Royalties;
PR;2024;04;0;23898228.11;0;ITA;Royalties;
PR;2024;04;0;0;16529537.89;LC 176/2020 (ADO25);LC 176/2020 (ADO25);
PR;2024;04;0;0;8707586.81;COUN VAAR;FUNDEB;
RJ;2024;04;7165185.92;0;0;CIDE/Combustível;CIDE-Combustíveis;
RJ;2024;04;90452234.23;21005590.34;83802546.87;FPE;FPE;
RJ;2024;04;57621175.33;26889924.21;6035500.32;IPI-EXP;IPI-Exp;
RJ;2024;04;11626462.06;2819888.89;10078832.88;FPM;FUNDEB;
RJ;2024;04;3937971.01;1837722.7;412480.74;IPI-EXP;FUNDEB;
RJ;2024;04;27692.46;1663.12;5220.65;ITR;FUNDEB;
RJ;2024;04;17245168.83;10218004.64;8503801.09;IPVA;FUNDEB;
RJ;2024;04;3208368.42;1583103.79;2809443.11;ITCMD;FUNDEB;
RJ;2024;04;27943787.7;168725174.03;59979405.35;ICMS;FUNDEB;
RJ;2024;04;6181725.28;1435573.04;5727269.51;FPE;FUNDEB;
RJ;2024;04;8818756.93;589179250.8;428154491.23;ANP;Royalties;
RJ;2024;04;0;0;1770507.45;FEP;Royalties;
RJ;2024;04;0;0;206741.26;CFEM;Royalties;
RJ;2024;04;590625.33;0;0;CFH;Royalties;
RJ;2024;04;0;0;8177150.08;LC 176/2020 (ADO25);LC 176/2020 (ADO25);
RJ;2024;04;0;0;21151737.45;COUN VAAF;FUNDEB;
RN;2024;04;2815311.07;0;0;CIDE/Combustível;CIDE-Combustíveis;
RN;2024;04;218524718.79;53756285.15;185071962.21;FPE;FPE;
RN;2024;04;568427.15;265266.41;59539.62;IPI-EXP;IPI-Exp;
RN;2024;04;12267635.71;2975399.15;10634658.36;FPM;FUNDEB;
RN;2024;04;49899.35;23286.38;5226.69;IPI-EXP;FUNDEB;
RN;2024;04;3788.24;1156.62;676.26;ITR;FUNDEB;
RN;2024;04;340208.11;0;1817807.19;IPVA;FUNDEB;
RN;2024;04;29767.43;99491.61;60454.89;ITCMD;FUNDEB;
RN;2024;04;15727537.69;18245402.89;11269237.11;ICMS;FUNDEB;
RN;2024;04;19183171.1;4718990.27;16246524.19;FPE;FUNDEB;
RN;2024;04;0;19186783.34;0;ANP;Royalties;
RN;2024;04;0;0;2781346.29;FEP;Royalties;
RN;2024;04;0;0;54695.36;CFEM;Royalties;
RN;2024;04;0;0;681125.02;LC 176/2020 (ADO25);LC 176/2020 (ADO25);
RN;2024;04;0;0;1766401.63;COUN VAAR;FUNDEB;
RO;2024;04;2246926.49;0;0;CIDE/Combustível;CIDE-Combustíveis;
RO;2024;04;30760.38;5532.66;21073.44;IOF Ouro;IOF-Ouro;
RO;2024;04;151322921.62;36746264.75;130923833.42;FPE;FPE;
RO;2024;04;1139383.84;531713.29;119344.17;IPI-EXP;IPI-Exp;
RO;2024;04;6665577.52;1616672.99;5778304.75;FPM;FUNDEB;
RO;2024;04;151392.86;70650.08;15857.57;IPI-EXP;FUNDEB;
RO;2024;04;46982.78;12370.86;11341.92;ITR;FUNDEB;
RO;2024;04;2527004.02;3116492.85;1026970.91;IPVA;FUNDEB;
RO;2024;04;41176.38;93161.95;50069.96;ITCMD;FUNDEB;
RO;2024;04;11122952.72;21205466.81;17334969.64;ICMS;FUNDEB;
RO;2024;04;20106663.2;4882570.06;17396184.22;FPE;FUNDEB;
RO;2024;04;0;0;2164010.62;FEP;Royalties;
RO;2024;04;0;0;308906.42;CFEM;Royalties;
RO;2024;04;4965376.8;0;0;CFH;Royalties;
RO;2024;04;0;0;2897687.76;LC 176/2020 (ADO25);LC 176/2020 (ADO25);
RO;2024;04;0;0;1699399.46;COUN VAAR;FUNDEB;
RR;2024;04;1325353.46;0;0;CIDE/Combustível;CIDE-Combustíveis;
RR;2024;04;147433162.33;34180229.61;136929424.64;FPE;FPE;
RR;2024;04;332845.84;155328.31;34863.78;IPI-EXP;IPI-Exp;
RR;2024;04;3562426.88;864033.09;3088222.76;FPM;FUNDEB;
RR;2024;04;41184.3;19219.36;4313.83;IPI-EXP;FUNDEB;
RR;2024;04;2075;1968.68;3495.78;ITR;FUNDEB;
RR;2024;04;562795.63;180171;174358.93;IPVA;FUNDEB;
RR;2024;04;61644.89;53069.07;4009.95;ITCMD;FUNDEB;
RR;2024;04;1812640.57;7879283.51;1684898.29;ICMS;FUNDEB;
RR;2024;04;18242466.75;4229250.03;16942799.31;FPE;FUNDEB;
RR;2024;04;0;0;2914669.37;FEP;Royalties;
RR;2024;04;0;0;4719.39;CFEM;Royalties;
RR;2024;04;0;0;322687.53;LC 176/2020 (ADO25);LC 176/2020 (ADO25);
RS;2024;04;8810391.3;0;0;CIDE/Combustível;CIDE-Combustíveis;
RS;2024;04;114996663.75;29253631.49;91816160.97;FPE;FPE;
RS;2024;04;21972630.93;10253910.6;2301511.91;IPI-EXP;IPI-Exp;
RS;2024;04;38653482.4;9375038.44;33508214.27;FPM;FUNDEB;
RS;2024;04;2253010.68;1051406.62;235990.45;IPI-EXP;FUNDEB;
RS;2024;04;112208.86;50216.46;75029.63;ITR;FUNDEB;
RS;2024;04;22097433.3;10630880.37;28751759.73;IPVA;FUNDEB;
RS;2024;04;3006340.49;1392873.59;4561104.52;ITCMD;FUNDEB;
RS;2024;04;86343802.41;112956337.58;205275291.42;ICMS;FUNDEB;
RS;2024;04;11791429.14;2999583.75;9414566.69;FPE;FUNDEB;
RS;2024;04;0;0;983871.59;FEP;Royalties;
RS;2024;04;0;0;1782190.09;CFEM;Royalties;
RS;2024;04;3290348.81;0;0;CFH;Royalties;
RS;2024;04;0;0;17821088.03;LC 176/2020 (ADO25);LC 176/2020 (ADO25);
RS;2024;04;0;0;6862885.98;COUN VAAR;FUNDEB;
SC;2024;04;6099731.94;0;0;CIDE/Combustível;CIDE-Combustíveis;
SC;2024;04;68038015.84;16607424.98;58371903.89;FPE;FPE;
SC;2024;04;17536673.39;8183793.82;1836869.83;IPI-EXP;IPI-Exp;
SC;2024;04;20541660.9;4982186.45;17807306.17;FPM;FUNDEB;
SC;2024;04;1644487.11;767428.52;172250.94;IPI-EXP;FUNDEB;
SC;2024;04;29213.78;14831.63;22384.09;ITR;FUNDEB;
SC;2024;04;13365130.28;12160799.2;6028998.49;IPVA;FUNDEB;
SC;2024;04;2513208.32;1781689.02;3290755.81;ITCMD;FUNDEB;
SC;2024;04;25640723.5;169805813.51;78453237.6;ICMS;FUNDEB;
SC;2024;04;6380208.87;1557347.55;5473777.21;FPE;FUNDEB;
SC;2024;04;0;0;930460.16;FEP;Royalties;
SC;2024;04;0;0;616418.01;CFEM;Royalties;
SC;2024;04;3104730.79;0;0;CFH;Royalties;
SC;2024;04;0;0;5402012.6;LC 176/2020 (ADO25);LC 176/2020 (ADO25);
SE;2024;04;1982322.38;0;0;CIDE/Combustível;CIDE-Combustíveis;
SE;2024;04;218284780.82;53586006.73;185511729.88;FPE;FPE;
SE;2024;04;175704.26;81995.46;18404.06;IPI-EXP;IPI-Exp;
